batter,name,PA,BABIP,hard_hit_rate,barrel_rate,sweet_spot_rate,avg_exit_velocity,z_contact_rate,hr_fb_rate,pull_rate,o_swing_rate,gb_rate,fb_rate,bb_rate,k_rate,bb_k_ratio,wOBA,xwOBA,xwOBA_gap,team,park_factor,career_babip,babip_baseline,_age_babip,age_adj_career_babip,park_adj_babip_expected,park_adj_hrfb_expected,oaa_babip_adj,xwoba_3yr,wrc_plus_3yr,quality_tier,luck_score,platoon_modifier,career_pa,birth_year,age,seasonal_pattern,amplification_cap_applied,verdict,chase_signal,this_is_real,tier_sell,age_flag
669289,Santiago Espinal,20,0.25,0.438,0.0,0.062,90.0,0.929,0.0,0.438,0.278,0.611,0.111,0.0,0.1,0.0,0.217,0.327,0.11,LAD,1.0,0.3026,0.3026,32,0.2935,0.2862,0.145,0.002666666666666667,0.2811788283658787,89.3,Below Avg (85-94),0.0,,1789.0,1994,32,,False,Neutral,,,,
669707,Jared Triolo,22,0.267,0.286,0.0,0.071,84.54285714285713,0.828,0.0,0.267,0.14,0.533,0.267,0.091,0.182,0.5,0.259,0.267,0.008,PIT,1.0,0.2851,0.2851,28,0.2851,0.276,0.145,0.0009090909090909091,0.30718719689621726,97.5,Average (95-99),0.0,,1057.0,1998,28,,False,Neutral,,,,
672386,Alejandro Kirk,22,0.118,0.444,0.056,0.056,85.53333333333333,0.96,0.5,0.389,0.405,0.556,0.111,0.091,0.091,1.0,0.252,0.353,0.101,TOR,1.0,0.3196,0.3196,28,0.3196,0.3141,0.145,0.0044800000000000005,0.3379832572298326,107.3,Above Avg (100-119),0.0,,2091.0,1998,28,,False,Neutral,,,,
805249,Otto Kemp,22,0.182,0.091,0.0,0.091,81.25454545454545,0.852,0.0,0.091,0.356,0.273,0.273,0.045,0.409,0.111,0.145,0.227,0.082,PHI,1.06,,0.3,27,0.3,0.3273,0.1537,0.0013465346534653466,0.31,104.3,Above Avg (100-119),0.0,,233.0,1999,27,,False,Neutral,,,,
669397,Nick Allen,21,0.333,0.267,0.0,0.0,86.52,0.815,0.0,0.333,0.083,0.533,0.2,0.095,0.19,0.5,0.298,0.274,-0.024,HOU,1.0,0.2628,0.2628,28,0.2628,0.2561,0.145,0.003301587301587302,0.24854117647058824,78.9,Poor (<85),0.0,,1194.0,1998,28,,False,Neutral,,,,
669720,Austin Hays,29,0.294,0.5,0.056,0.222,83.32222222222222,0.824,0.333,0.5,0.375,0.556,0.167,0.034,0.345,0.1,0.25,0.317,0.067,CWS,1.0,0.3118,0.3118,31,0.3118,0.2974,0.145,-0.004350877192982456,0.3028811641067098,96.2,Average (95-99),0.0,,2653.0,1995,31,,False,Neutral,,,,
624424,Michael Conforto,30,0.5,0.429,0.071,0.214,92.83571428571427,0.839,0.0,0.5,0.247,0.357,0.214,0.233,0.3,0.778,0.408,0.399,-0.009,CHC,1.0,0.2754,0.2754,33,0.2671,0.2704,0.145,0.0033057851239669425,0.3377728531855955,107.2,Above Avg (100-119),0.0,,4451.0,1993,33,,False,Neutral,,,,
657136,Connor Wong,30,0.381,0.429,0.048,0.143,87.7,0.906,0.0,0.19,0.404,0.318,0.364,0.033,0.2,0.167,0.34,0.267,-0.073,BOS,1.0,0.2954,0.2954,30,0.2954,0.2992,0.145,-0.004190476190476191,0.2802847866419295,89.0,Below Avg (85-94),0.0,,1165.0,1996,30,,False,Neutral,,,,
682622,Noelvi Marte,29,0.211,0.316,0.0,0.0,84.89473684210526,0.9,0.0,0.474,0.465,0.842,0.105,0.069,0.276,0.25,0.203,0.171,-0.032,CIN,1.08,0.306,0.306,25,0.306,0.321,0.1566,0.00048695652173913045,0.2995958620689655,102.7,Above Avg (100-119),0.0,,756.0,2001,25,,False,Neutral,,,,
641598,Mitch Garver,29,0.267,0.6,0.067,0.2,90.26666666666668,0.763,0.0,0.6,0.286,0.467,0.333,0.138,0.345,0.4,0.264,0.276,0.012,SEA,1.0,0.2642,0.2642,35,0.2483,0.2458,0.145,-0.0025,0.3140037593984963,99.7,Average (95-99),0.0,,2364.0,1991,35,,False,Neutral,,,,
665877,José Fermín,29,0.235,0.444,0.0,0.056,88.34444444444445,0.848,0.25,0.556,0.175,0.389,0.222,0.103,0.241,0.429,0.302,0.316,0.014,STL,1.0,,0.3,27,0.3,0.2978,0.145,-0.0022222222222222222,0.29686190476190477,94.2,Below Avg (85-94),0.0,,226.0,1999,27,,False,Neutral,,,,
596103,Austin Slater,28,0.267,0.133,0.0,0.067,85.25333333333333,0.774,0.0,0.333,0.277,0.333,0.333,0.143,0.321,0.444,0.229,0.245,0.016,MIA,0.95,0.2942,0.2942,34,0.2854,0.2799,0.1377,0.0007652173913043478,0.32356131260794474,97.6,Average (95-99),0.0,,1882.0,1992,34,,False,Neutral,,,,
687093,Vaughn Grissom,28,0.263,0.263,0.0,0.053,85.46842105263158,1.0,0.0,0.474,0.239,0.55,0.35,0.214,0.071,3.0,0.336,0.332,-0.004,LAA,1.0,,0.3,25,0.3,0.2884,0.145,-0.0015999999999999999,0.2985360824742268,94.8,Below Avg (85-94),0.0,,369.0,2001,25,,False,Neutral,,,,
624512,Reese Mcguire,28,0.263,0.105,0.0,0.0,76.38947368421053,0.939,0.0,0.316,0.441,0.368,0.263,0.0,0.25,0.0,0.211,0.226,0.015,CWS,1.0,0.2987,0.2987,31,0.2987,0.2993,0.145,0.0006436781609195402,0.25890873015873017,82.2,Poor (<85),0.0,,1195.0,1995,31,,False,Neutral,,,,
642201,Eli White,28,0.19,0.227,0.045,0.045,82.14999999999999,0.763,0.167,0.136,0.321,0.455,0.273,0.036,0.179,0.2,0.238,0.272,0.034,ATL,1.0,,0.3,32,0.3,0.3006,0.145,0.0005544554455445545,0.30434242424242425,96.6,Average (95-99),0.0,,734.0,1994,32,,False,Neutral,,,,
672356,Gabriel Arias,28,0.231,0.5,0.214,0.286,94.64285714285714,0.758,0.667,0.467,0.27,0.6,0.2,0.071,0.393,0.182,0.302,0.335,0.033,CLE,1.0,0.2655,0.2655,26,0.2655,0.2531,0.145,-0.0023931623931623936,0.2915557830092119,92.6,Below Avg (85-94),0.0,,1066.0,2000,26,,False,Neutral,,,,
502671,Paul Goldschmidt,29,0.133,0.5,0.188,0.188,89.075,0.875,0.333,0.25,0.284,0.562,0.188,0.138,0.276,0.5,0.276,0.399,0.123,NYY,1.0,0.3259,0.3259,39,0.2868,0.2803,0.145,0.0035488721804511282,0.34323680000000006,109.0,Above Avg (100-119),0.0,,8842.0,1987,39,,False,Neutral,,,,
605141,Mookie Betts,27,0.105,0.333,0.095,0.238,89.0904761904762,1.0,0.222,0.333,0.195,0.286,0.429,0.111,0.111,1.0,0.306,0.417,0.111,LAD,1.0,0.3298,0.3298,34,0.3199,0.3298,0.145,0.001934065934065934,0.36824679487179485,116.9,Above Avg (100-119),0.0,,6968.0,1992,34,,False,Neutral,,,,
642851,Austin Wynns,27,0.15,0.3,0.1,0.25,85.15,0.865,0.0,0.3,0.362,0.333,0.286,0.074,0.148,0.5,0.159,0.374,0.215,ATH,0.96,,0.3,36,0.3,0.2954,0.1392,-0.00064,0.2599454545454545,79.2,Poor (<85),0.0,,793.0,1990,36,,False,Neutral,,,,
677956,Rece Hinds,27,0.214,0.25,0.0,0.083,87.78333333333335,0.742,0.0,0.357,0.385,0.357,0.286,0.037,0.407,0.091,0.178,0.178,0.0,CIN,1.08,,0.3,26,0.3,0.3299,0.1566,0.005886792452830188,0.3278421052631579,112.4,Above Avg (100-119),0.0,,105.0,2000,26,,False,Neutral,,,,
668670,Jake Rogers,27,0.167,0.333,0.167,0.167,88.79444444444444,0.8,0.0,0.389,0.278,0.167,0.556,0.037,0.259,0.143,0.178,0.267,0.089,DET,1.0,0.2554,0.2554,31,0.2554,0.2611,0.145,-0.0022857142857142855,0.3034431279620853,96.3,Average (95-99),0.0,,1112.0,1995,31,,False,Neutral,,,,
671655,George Valera,27,0.261,0.261,0.0,0.0,88.29565217391304,0.867,0.0,0.565,0.405,0.522,0.087,0.037,0.111,0.333,0.285,0.225,-0.06,CLE,1.0,,0.3,26,0.3,0.2858,0.145,-0.004210526315789474,0.272,86.3,Below Avg (85-94),0.0,,58.0,2000,26,,False,Neutral,,,,
803011,Sam Antonacci,26,0.15,0.316,0.053,0.053,86.71578947368421,0.958,0.0,0.35,0.333,0.5,0.25,0.077,0.077,1.0,0.212,0.334,0.122,CWS,1.0,,0.3,0,0.3,0.3025,0.145,0.00248,,100.0,Above Avg (100-119),0.0,,19.0,0,0,,False,Neutral,,,,
668723,Ryan Vilade,28,0.421,0.368,0.0,0.053,90.67368421052632,0.867,0.0,0.263,0.281,0.211,0.263,0.107,0.214,0.5,0.357,0.319,-0.038,TB,0.94,,0.3,27,0.3,0.2898,0.1363,-0.000186046511627907,0.2613125,78.0,Poor (<85),0.0,,86.0,1999,27,,False,Neutral,,,,
643396,Isiah Kiner-falefa,28,0.238,0.19,0.0,0.0,79.4,0.917,0.0,0.381,0.44,0.381,0.238,0.071,0.179,0.4,0.211,0.24,0.029,BOS,1.0,0.31,0.31,31,0.31,0.3074,0.145,-0.0026105263157894737,0.2815030395136778,89.4,Below Avg (85-94),0.0,,3383.0,1995,31,,False,Neutral,,,,
650391,Eloy Jiménez,26,0.474,0.474,0.053,0.211,89.97368421052632,0.846,0.0,0.421,0.407,0.421,0.263,0.115,0.154,0.75,0.392,0.316,-0.076,TOR,1.0,0.3178,0.3178,0,0.3178,0.3179,0.145,8.60215053763441e-05,0.3090023866348448,98.1,Average (95-99),0.0,,2139.0,0,0,,False,Neutral,,,,
666464,Jerar Encarnacion,26,0.286,0.333,0.048,0.095,86.67619047619048,0.944,0.0,0.19,0.469,0.476,0.286,0.0,0.192,0.0,0.221,0.187,-0.034,SF,0.91,,0.3,29,0.3,0.2743,0.1319,0.0012773109243697479,0.3344,96.6,Average (95-99),0.0,,278.0,1997,29,,False,Neutral,,,,
622761,Jorge Mateo,25,0.462,0.5,0.143,0.214,95.17142857142858,0.774,0.25,0.571,0.407,0.429,0.286,0.08,0.36,0.222,0.402,0.331,-0.071,ATL,1.0,0.2686,0.2686,31,0.2686,0.2699,0.145,0.0013211009174311928,0.2763213728549142,87.7,Below Avg (85-94),0.0,,1428.0,1995,31,,False,Neutral,,,,
692216,C. j. Kayfus,25,0.231,0.5,0.214,0.071,92.77857142857144,0.816,0.143,0.286,0.345,0.286,0.5,0.08,0.32,0.25,0.286,0.329,0.043,CLE,1.0,,0.3,25,0.3,0.3084,0.145,0.00037037037037037035,0.322,102.2,Above Avg (100-119),0.0,,163.0,2001,25,,False,Neutral,,,,
687231,Darell Hernaiz,25,0.25,0.353,0.0,0.0,88.77058823529411,0.81,0.25,0.353,0.456,0.471,0.235,0.12,0.2,0.6,0.308,0.323,0.015,ATH,0.96,,0.3,25,0.3,0.2864,0.1392,-0.0016260162601626016,0.2932078313253012,89.4,Below Avg (85-94),0.0,,349.0,2001,25,,False,Neutral,,,,
669326,Bryce Teodosio,26,0.308,0.231,0.077,0.077,81.26153846153846,0.742,0.0,0.385,0.4,0.714,0.143,0.038,0.423,0.091,0.173,0.132,-0.041,LAA,1.0,,0.3,27,0.3,0.2879,0.145,-0.0020952380952380953,0.21429629629629626,68.0,Poor (<85),0.0,,177.0,1999,27,,False,Neutral,,,,
687551,Drew Gilbert,26,0.25,0.375,0.125,0.125,87.50625,0.846,0.333,0.471,0.17,0.611,0.167,0.077,0.231,0.333,0.277,0.28,0.003,SF,0.91,,0.3,0,0.3,0.2671,0.1319,0.004075471698113208,0.27,78.0,Poor (<85),0.0,,124.0,0,0,,False,Neutral,,,,
695020,Tanner Murray,26,0.222,0.421,0.053,0.0,86.98947368421052,0.833,0.2,0.526,0.333,0.474,0.263,0.038,0.192,0.2,0.338,0.31,-0.028,CWS,1.0,,0.3,27,0.3,0.3006,0.145,0.0005925925925925926,,100.0,Above Avg (100-119),0.0,,13.0,1999,27,,False,Neutral,,,,
642215,Weston Wilson,13,0.6,0.4,0.2,0.4,93.88,0.95,0.0,0.4,0.395,0.0,0.6,0.154,0.385,0.4,0.396,0.441,0.045,BAL,1.0,,0.3,0,0.3,0.3025,0.145,-0.005485714285714286,0.33480816326530616,106.3,Above Avg (100-119),0.0,,258.0,0,0,,False,Neutral,,,,
645302,Víctor Robles,13,0.3,0.2,0.1,0.1,82.57,0.824,0.0,0.4,0.333,0.4,0.2,0.0,0.231,0.0,0.235,0.256,0.021,SEA,1.0,0.3135,0.3135,29,0.3135,0.315,0.145,0.0014814814814814814,0.3093214953271028,98.2,Average (95-99),0.0,,2223.0,1997,29,,False,Neutral,,,,
624431,Jose Trevino,12,0.125,0.25,0.0,0.125,72.7,0.846,0.0,0.25,0.261,0.75,0.125,0.083,0.25,0.333,0.133,0.229,0.096,CIN,1.08,0.282,0.282,34,0.2735,0.2806,0.1566,-0.004761904761904762,0.2752471590909091,94.4,Below Avg (85-94),0.0,,1588.0,1992,34,,False,Neutral,,,,
502054,Tommy Pham,12,0.0,0.4,0.0,0.0,93.6,0.812,0.0,0.2,0.28,0.6,0.2,0.083,0.5,0.167,0.058,0.158,0.1,NYM,0.95,0.2958,0.2958,0,0.2958,0.2698,0.1377,-0.0012075471698113208,0.33302485795454545,100.4,Above Avg (100-119),0.0,,0.0,0,0,,False,Neutral,,,,
694025,Felix Reyes,15,0.167,0.308,0.0,0.077,91.3846153846154,0.929,0.25,0.538,0.5,0.385,0.308,0.0,0.133,0.0,0.253,0.344,0.091,PHI,1.06,,0.3,0,0.3,0.3121,0.1537,-0.005948717948717949,,100.0,Above Avg (100-119),0.0,,0.0,0,0,,False,Neutral,,,,
666971,Lourdes Gurriel,13,0.083,0.167,0.0,0.0,85.93333333333334,0.941,0.0,0.333,0.333,0.417,0.167,0.0,0.077,0.0,0.069,0.176,0.107,AZ,1.0,0.3188,0.3188,0,0.3188,0.3174,0.145,-0.001411764705882353,0.32177114133648727,102.1,Above Avg (100-119),0.0,,0.0,0,0,,False,Neutral,,,,
620443,Luis Torrens,25,0.3,0.6,0.0,0.2,90.905,0.806,0.0,0.35,0.4,0.45,0.15,0.0,0.2,0.0,0.244,0.279,0.035,NYM,0.95,0.2764,0.2764,30,0.2764,0.2612,0.1377,-0.00136,0.3288803611738149,99.2,Average (95-99),0.0,,1239.0,1996,30,,False,Neutral,,,,
665052,Griffin Conine,25,0.286,0.625,0.25,0.375,90.13125,0.72,0.5,0.375,0.38,0.5,0.25,0.08,0.24,0.333,0.402,0.521,0.119,MIA,0.95,,0.3,29,0.3,0.2886,0.1377,0.0035555555555555557,0.2939142857142857,88.6,Below Avg (85-94),0.0,,200.0,1997,29,,False,Neutral,,,,
663330,Jahmai Jones,25,0.235,0.474,0.211,0.263,93.24736842105264,0.861,0.4,0.211,0.278,0.316,0.263,0.0,0.24,0.0,0.354,0.45,0.096,DET,1.0,,0.3,29,0.3,0.3048,0.145,-0.0032195121951219515,0.3608557692307693,114.6,Above Avg (100-119),0.0,,297.0,1997,29,,False,Neutral,,,,
516782,Starling Marte,24,0.312,0.4,0.133,0.133,90.26,0.806,0.0,0.312,0.372,0.625,0.188,0.0,0.292,0.0,0.246,0.232,-0.014,KC,1.0,0.3222,0.3222,38,0.2932,0.2805,0.145,-0.002727272727272727,0.32587115384615384,103.5,Above Avg (100-119),0.0,,6322.0,1988,38,,False,Neutral,,,,
687957,Dustin Harris,24,0.176,0.176,0.0,0.059,84.65294117647058,0.875,0.0,0.471,0.26,0.471,0.176,0.208,0.042,5.0,0.302,0.378,0.076,CWS,1.0,,0.3,27,0.3,0.2991,0.145,-0.0008674698795180724,0.25018,79.4,Poor (<85),0.0,,64.0,1999,27,,False,Neutral,,,,
681546,James Outman,24,0.167,0.25,0.0,0.0,84.24166666666666,0.711,0.0,0.5,0.227,0.25,0.25,0.083,0.417,0.2,0.148,0.148,0.0,MIN,1.0,0.2625,0.2625,29,0.2625,0.2713,0.145,0.0007659574468085107,0.30788518943742826,97.7,Average (95-99),0.0,,906.0,1997,29,,False,Neutral,,,,
694376,Shay Whitcomb,10,0.0,0.333,0.333,0.333,90.56666666666666,0.833,0.5,0.0,0.4,0.0,0.667,0.1,0.6,0.167,0.27,0.272,0.002,HOU,1.0,,0.3,0,0.3,0.3027,0.145,-0.00526829268292683,0.2823333333333334,89.6,Below Avg (85-94),0.0,,88.0,0,0,,False,Neutral,,,,
664238,Dylan Moore,11,0.0,0.25,0.0,0.25,90.975,0.833,0.0,0.0,0.276,0.0,0.5,0.182,0.455,0.4,0.127,0.231,0.104,PHI,1.06,0.2568,0.2568,0,0.2568,0.2823,0.1537,0.0020689655172413794,0.291,97.9,Average (95-99),0.0,,1932.0,0,0,,False,Neutral,,,,
669743,Alex Call,31,0.333,0.238,0.0,0.048,85.68095238095238,1.0,0.0,0.524,0.169,0.429,0.19,0.194,0.097,2.0,0.384,0.393,0.009,LAD,1.0,0.2929,0.2929,32,0.2841,0.2895,0.145,0.005449275362318841,0.3071796338672769,97.5,Average (95-99),-0.0006,,1021.0,1994,32,,False,Neutral,,,,
810938,Ben Williamson,66,0.279,0.326,0.0,0.093,86.3906976744186,0.934,0.0,0.209,0.297,0.568,0.068,0.106,0.227,0.467,0.273,0.281,0.008,TB,0.94,,0.3,26,0.3,0.2695,0.1363,-0.0024661654135338345,0.269,80.3,Poor (<85),-0.0007,,344.0,2000,26,,False,Neutral,,,,
543309,Kyle Higashioka,37,0.286,0.455,0.136,0.136,89.26363636363637,0.78,0.125,0.381,0.269,0.364,0.364,0.135,0.27,0.5,0.328,0.321,-0.007,TEX,1.05,0.2817,0.2817,36,0.2648,0.2801,0.1522,0.002054054054054054,0.30082588235294117,100.3,Above Avg (100-119),-0.0011,,1537.0,1990,36,,False,Neutral,,,,
656537,Derek Hill,32,0.353,0.294,0.059,0.059,80.30588235294118,0.861,0.333,0.556,0.273,0.444,0.167,0.156,0.281,0.556,0.341,0.406,0.065,CWS,1.0,,0.3,31,0.3,0.3003,0.145,0.0002689075630252101,0.29171159029649596,92.6,Below Avg (85-94),-0.002,,645.0,1995,31,,False,Neutral,,,,
457705,Andrew Mccutchen,33,0.312,0.353,0.118,0.118,90.32352941176472,0.684,0.167,0.471,0.274,0.471,0.353,0.061,0.424,0.143,0.25,0.252,0.002,TEX,1.05,0.2905,0.2905,40,0.2556,0.2702,0.1522,0.0018000000000000002,0.3355477582846003,111.8,Above Avg (100-119),-0.0028,Platoon-strength sell (dampened),9731.0,1986,40,,False,Neutral,,,,
676439,Hunter Feduccia,31,0.4,0.133,0.0,0.067,86.84666666666666,0.763,0.0,0.533,0.28,0.4,0.267,0.161,0.355,0.455,0.287,0.277,-0.01,TB,0.94,,0.3,29,0.3,0.2804,0.1363,-0.001648854961832061,0.2761764705882353,82.4,Poor (<85),-0.0029,,137.0,1997,29,,False,Neutral,,,,
664702,Myles Straw,35,0.333,0.286,0.036,0.143,86.00357142857142,0.939,0.125,0.393,0.262,0.483,0.276,0.086,0.086,1.0,0.384,0.435,0.051,TOR,1.0,0.2859,0.2859,32,0.2773,0.2796,0.145,0.0022580645161290325,0.2807149817295981,89.1,Below Avg (85-94),-0.003,Platoon-weak overperformance (amplified),2295.0,1994,32,,False,Neutral,,,,
665742,Juan Soto,38,0.346,0.423,0.115,0.192,89.24615384615385,0.909,0.2,0.333,0.295,0.407,0.185,0.132,0.158,0.833,0.368,0.442,0.074,NYM,0.95,0.3174,0.3174,28,0.3174,0.2975,0.1377,-0.004,0.43305711610486897,130.6,Superstar (130+),-0.0043,Platoon-strength sell (dampened),4837.0,1998,28,Second half fader (amplified),False,Neutral,,,,
624641,Edmundo Sosa,38,0.321,0.379,0.034,0.138,88.84137931034483,0.889,0.333,0.448,0.456,0.552,0.103,0.053,0.184,0.286,0.33,0.32,-0.01,PHI,1.06,0.305,0.305,30,0.305,0.3114,0.1537,-0.001872340425531915,0.29557844311377246,99.5,Average (95-99),-0.0046,,1380.0,1996,30,,False,Neutral,,,,
668904,Royce Lewis,50,0.304,0.52,0.12,0.28,91.316,0.92,0.286,0.4,0.264,0.36,0.28,0.16,0.34,0.471,0.368,0.365,-0.003,MIN,1.0,0.3051,0.3051,27,0.3051,0.3061,0.145,0.0009950248756218907,0.3165739400206825,100.5,Above Avg (100-119),-0.0048,Platoon-weak overperformance (amplified),1053.0,1999,27,,False,Neutral,,,,
676356,Jonny Deluca,49,0.286,0.324,0.081,0.135,84.56756756756756,0.833,0.286,0.405,0.352,0.432,0.189,0.061,0.184,0.333,0.337,0.351,0.014,TB,0.94,,0.3,28,0.3,0.2802,0.1363,-0.0017777777777777776,0.27525107296137336,82.1,Poor (<85),-0.0048,Platoon-strength sell (dampened),496.0,1998,28,,False,Neutral,,,,
680700,Richie Palacios,46,0.31,0.367,0.067,0.133,86.83,0.932,0.143,0.4,0.194,0.367,0.233,0.152,0.13,1.167,0.379,0.431,0.052,TB,0.94,0.2914,0.2914,29,0.2914,0.272,0.1363,-0.0018526315789473683,0.32488412017167384,96.9,Average (95-99),-0.0049,,614.0,1997,29,,False,Neutral,,,,
807799,Masataka Yoshida,52,0.306,0.417,0.0,0.083,89.61944444444445,0.915,0.0,0.472,0.222,0.583,0.167,0.173,0.115,1.5,0.363,0.309,-0.054,BOS,1.0,0.3319,0.3319,33,0.3219,0.309,0.145,-0.0028944723618090458,0.3238283582089552,102.8,Above Avg (100-119),-0.0065,,1234.0,1993,33,,False,Neutral,,,,
672515,Gabriel Moreno,41,0.367,0.467,0.1,0.167,88.08999999999999,0.85,0.0,0.333,0.404,0.233,0.333,0.073,0.171,0.429,0.352,0.365,0.013,AZ,1.0,0.3312,0.3312,26,0.3312,0.3392,0.145,0.0,0.3293009615384615,104.5,Above Avg (100-119),-0.0065,,1158.0,2000,26,,False,Neutral,,,,
645277,Ozzie Albies,111,0.301,0.295,0.034,0.125,85.8625,0.866,0.179,0.42,0.356,0.364,0.318,0.063,0.135,0.467,0.369,0.344,-0.025,ATL,1.0,0.3061,0.3061,29,0.3061,0.3073,0.145,0.0011949367088607595,0.31695402951191826,100.6,Above Avg (100-119),-0.0072,,4543.0,1997,29,,False,Neutral,,,,
668930,Brice Turang,98,0.315,0.544,0.105,0.263,92.9842105263158,0.889,0.235,0.259,0.175,0.441,0.288,0.184,0.214,0.857,0.394,0.419,0.025,MIL,1.0,0.307,0.307,27,0.307,0.3071,0.145,0.00011735941320293399,0.3075915411355736,97.6,Average (95-99),-0.0078,Platoon-strength sell (dampened),1786.0,1999,27,,False,Neutral,,Confirmed,,
624585,Jorge Soler,90,0.268,0.435,0.13,0.13,89.17391304347827,0.812,0.417,0.543,0.294,0.391,0.261,0.122,0.333,0.367,0.352,0.357,0.005,LAA,1.0,0.2839,0.2839,34,0.2754,0.2727,0.145,-0.002735751295336788,0.34864397549353304,110.7,Above Avg (100-119),-0.0083,,4436.0,1992,34,,False,Neutral,,,,
678009,Parker Meadows,35,0.348,0.217,0.043,0.0,86.33478260869565,0.911,0.0,0.391,0.272,0.478,0.174,0.057,0.257,0.222,0.296,0.255,-0.041,DET,1.0,0.2821,0.2821,27,0.2821,0.2795,0.145,-0.0025960264900662254,0.3032789634146341,96.3,Average (95-99),-0.0083,,695.0,1999,27,,False,Neutral,,,,
680977,Brendan Donovan,67,0.325,0.238,0.024,0.095,82.89285714285714,0.935,0.25,0.452,0.232,0.452,0.19,0.134,0.164,0.818,0.391,0.375,-0.016,SEA,1.0,0.3321,0.3321,29,0.3321,0.3296,0.145,-0.002524590163934426,0.34629258777633287,109.9,Above Avg (100-119),-0.0088,Platoon-strength sell (dampened),2062.0,1997,29,,False,Neutral,,Confirmed,,
595978,Austin Hedges,33,0.348,0.435,0.0,0.043,86.18260869565218,0.881,0.0,0.522,0.314,0.565,0.174,0.061,0.242,0.25,0.309,0.268,-0.041,CLE,1.0,0.2164,0.2164,34,0.2099,0.1977,0.145,-0.002165413533834587,0.23059107806691448,73.2,Poor (<85),-0.0094,Platoon-strength sell (dampened),2562.0,1992,34,,False,Neutral,,,,
668939,Adley Rutschman,39,0.346,0.407,0.037,0.111,90.23333333333332,0.956,0.143,0.407,0.229,0.333,0.259,0.128,0.179,0.714,0.394,0.328,-0.066,BAL,1.0,0.3042,0.3042,28,0.3042,0.3109,0.145,-0.0012903225806451613,0.3430313609467455,108.9,Above Avg (100-119),-0.0113,,2199.0,1998,28,,False,Neutral,,,,
687221,Dalton Rushing,35,0.375,0.565,0.217,0.304,91.66086956521738,0.775,0.636,0.478,0.259,0.217,0.478,0.057,0.229,0.25,0.654,0.64,-0.014,LAD,1.0,,0.3,25,0.3,0.3105,0.145,0.0025043478260869567,0.283,89.8,Below Avg (85-94),-0.0119,,169.0,2001,25,,False,Neutral,,,,
662139,Daulton Varsho,84,0.288,0.339,0.048,0.145,85.16935483870968,0.886,0.188,0.371,0.299,0.339,0.258,0.083,0.167,0.5,0.344,0.343,-0.001,TOR,1.0,0.2755,0.2755,30,0.2755,0.2856,0.145,0.0020586319218241045,0.2934835164835165,93.2,Below Avg (85-94),-0.0123,Platoon-weak overperformance (amplified),2445.0,1996,30,,False,Neutral,,,,
681807,David Fry,35,0.412,0.412,0.118,0.235,88.31176470588235,0.756,0.0,0.412,0.218,0.176,0.412,0.171,0.343,0.5,0.31,0.298,-0.012,CLE,1.0,0.2892,0.2892,31,0.2892,0.2955,0.145,-0.0017283950617283952,0.29913141993957704,95.0,Average (95-99),-0.0144,,691.0,1995,31,,False,Neutral,,,,
665804,Miguel Amaya,51,0.3,0.194,0.032,0.097,84.35161290322581,0.776,0.125,0.323,0.262,0.387,0.258,0.118,0.255,0.462,0.319,0.279,-0.04,CHC,1.0,0.2866,0.2866,27,0.2866,0.2875,0.145,0.0008847926267281106,0.307612540192926,97.7,Average (95-99),-0.0154,Platoon-strength sell (dampened),653.0,1999,27,,False,Neutral,,,,
643446,Jeff Mcneil,87,0.317,0.375,0.016,0.109,87.334375,0.943,0.143,0.391,0.312,0.477,0.108,0.092,0.138,0.667,0.333,0.356,0.023,ATH,0.96,0.3234,0.3234,34,0.3137,0.2995,0.1392,-0.001654320987654321,0.30503413400758533,93.0,Below Avg (85-94),-0.0161,Platoon-weak overperformance (amplified),3673.0,1992,34,,False,Neutral,,,,
690976,Alex Freeland,69,0.316,0.41,0.103,0.179,89.71538461538462,0.759,0.143,0.359,0.197,0.525,0.175,0.087,0.333,0.261,0.27,0.311,0.041,LAD,1.0,,0.3,25,0.3,0.2913,0.145,0.0013287197231833911,0.26,82.5,Poor (<85),-0.0163,,142.0,2001,25,,False,Neutral,,,,
695578,James Wood,122,0.308,0.661,0.306,0.306,97.11129032258064,0.84,0.556,0.339,0.212,0.435,0.29,0.189,0.287,0.657,0.445,0.495,0.05,WSH,1.0,0.3087,0.3087,24,0.3087,0.306,0.145,-0.0027320754716981133,0.35870536585365853,113.9,Above Avg (100-119),-0.0165,,1104.0,2002,24,,False,Neutral,,Confirmed,,
689414,Liam Hicks,87,0.296,0.387,0.053,0.173,87.30266666666667,0.99,0.25,0.413,0.22,0.413,0.213,0.057,0.057,1.0,0.378,0.416,0.038,MIA,0.95,,0.3,27,0.3,0.2843,0.1377,-0.0007453416149068322,0.315,95.0,Average (95-99),-0.0166,Platoon-strength sell (dampened),444.0,1999,27,,False,Neutral,,Confirmed,,
664023,Ian Happ,103,0.288,0.407,0.153,0.203,89.35593220338983,0.811,0.35,0.458,0.268,0.458,0.339,0.146,0.272,0.536,0.395,0.382,-0.013,CHC,1.0,0.3014,0.3014,32,0.2924,0.2931,0.145,0.0006947890818858562,0.34999502734957727,111.1,Above Avg (100-119),-0.0169,Platoon-strength sell (dampened),4515.0,1994,32,,False,Neutral,,Confirmed,,
